ID,Session,ID_title,Date_x,Time,Online_x,Age,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,DOB,Online_Test_Group,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,Score,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,twodelays,fourdelays,sixdelays,tot_hiconf,tot_loconf,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,AvgdelayRT_3SD,AvgimmRT,AvgimmRT_3SD,imm_del_RT_Diff,imm_del_RT_3SD_Diff,Avg_hiconfRT,Avg_hiconfRT_3SD,Avg_loconfRT,Avg_loconfRT_3SD,hi_lo_conf_RT_Diff,hi_lo_conf_RT_3SD_Diff,avg_del_prob,avg_indiff,total_randb,randtype,auc_prob,auc_indiff,auc_indiff_all,auc_tot_val,corr_r_pob,corr_int_pob,corr_r_indiff_all,corr_int_indiff_all,corr_r_tot_val,corr_int_tot_val,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Training_Start,Training_End,Gender,Group,Online_y,Date_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Age_YM,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,totalsessions,trainingslope,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
179,0,179,21/02/2020,12:34,0,6,6,6,0,4.858166667,,,WindowsLaptop,7,No,0,2,4,13.916,5.479571429,,2,0.621404762,strat_inc,,,,,,,,,,,,,,,,7,38.88888889,5,2,0,5,2,55.55555556,22.22222222,-33.33333333,2191.222222,1863.145681,2191.222222,3671.285714,3671.285714,1249.363636,1249.363636,2421.922078,2421.922078,2487.666667,2487.666667,1894.777778,1894.777778,-592.8888889,-592.8888889,0.388888889,0.425,1,2,2,,2.175,3.833333333,-0.00952381,0.422222222,-0.011428571,0.465,0.002380952,0.755555556,6,0.833333333,2,0.5,4,7.0025,3,2.301,0.142857143,-4.666666667,0.017142857,1.5995,-5.995,0.752248582,Merton Court,11/03/2020,23/06/2020,M,2,2,21/02/2020,6.188888889,"6,2",189,1,2,1,50,2,Control,-122.2350362,1.75,2.5,1,6.2,16,46,12,53,99,99,50,6.188889,5,2,-122.23504,-0.058956958,473.24268,1.0154307,-1.0167587,-1.3601933,0.055647016,1.2039751,0.76190472,0.095238097,,,,-70
179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,M,2,2,20/08/2020,6.686111111,"6,8",189,1,2,1,50,2,Control,-122.2350362,1.75,2.5,1,6.08,,,,,,,,6.188889,5,2,-122.23504,-0.020062545,,,,,,,,,96,,96,100
179,2,179,15/05/2021,14:30,1,8,,3,3,2.194425,Dec-13,1,MacIntel,,No,0,,,5.452825,,1,,,,5.452825,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.349885278,1.323841238,1.349885278,1.349885278,1.349885278,,,,,1.207255556,1.207255556,1.492515,1.492515,0.285259444,0.285259444,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.492545573,6,3.74921875,4,8.104748535,4,2.443762207,-1.014199219,6.042242839,0.999120236,0.682121582,-0.305859375,0.989668227,Merton Court,11/03/2020,23/06/2020,M,2,2,15/05/2021,7.422222222,"7,5",189,1,2,1,50,2,Control,-122.2350362,1.75,2.5,1,7.05,,,19,66,,,,6.188889,7,2,-122.23504,0.77862239,167.68457,0.37123799,-0.20672408,,,,,,,,,
180,0,180,15/02/2020,15:37,0,6,6,6,0,5.767333333,,,WindowsLaptop,7,Yes,1,3,3,11.633,7.733714286,,3,1.966380952,strat_inc,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1110.888889,1336.234476,1110.888889,,,1110.888889,1110.888889,,,662.1111111,662.1111111,1559.666667,1559.666667,897.5555556,897.5555556,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,1.276666667,3,0.383,4,10,1,3,0.334285714,-4.893333333,0.087708207,0,5,1,Ray Lodge,28/02/2020,23/06/2020,M,2,0,15/02/2020,6.063888889,"6,0",158,8,27,7,25.92592593,2,Control,-8.072374293,1.75,2,1.5,6,,,,,,,,6.063889,4,27,-8.0723743,-0.57712609,163.47656,-0.74711394,1.22136,-0.025837481,0.51029825,1.1122175,0.72619045,-0.059523813,,,,
180,1,180,27/06/2020,09:32,1,6,,6,0,8.3656,Jan-14,2,Win32,,No,0,,,11.428675,,1,,,,11.428675,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,3.840435833,2.19704129,3.42924,3.840435833,3.42924,,,,,3.076925556,3.076925556,4.603946111,3.82559375,1.527020556,0.748668194,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,9.112413195,5,4.471354167,4,9.931640625,2,2.977213542,-0.145461309,4.621527778,0.01777459,-0.013671875,5,0.6,Ray Lodge,28/02/2020,23/06/2020,M,2,0,27/06/2020,6.430555556,"6,5",158,8,27,7,25.92592593,2,Control,-8.072374293,1.75,2,1.5,6.05,,,20,73,,,,6.063889,5,27,-8.0723743,-0.52104765,,,0.005191946,,,,,,,,,
180,2,180,13/04/2021,13:44,1,7,,6,0,5.677335,Jan-14,1,Win32,,No,0,,,2.188455,,1,,,,2.188455,,,,,,,,,,,,,,,17,94.44444444,5,6,6,9,8,100,88.88888889,-11.11111111,1.485963889,1.808199256,1.154934412,1.154934412,1.154934412,7.113465,,-5.958530588,,0.91134,0.91134,2.060587778,1.428978125,1.149247778,0.517638125,0.944444444,0.75,1,2,4.666666667,,3.75,4.75,0.00952381,0.911111111,0,0.75,0.007142857,0.933333333,6,7.894965278,6,3.949869792,4,7.692057292,4,2.329427083,-0.741071429,5.488715278,0.963381102,0.854817708,-1.58203125,0.985184254,Ray Lodge,28/02/2020,23/06/2020,M,2,0,13/04/2021,7.225,"7,2",158,8,27,7,25.92592593,2,Control,-8.072374293,1.75,2,1.5,7.02,,,24,80,,,,6.063889,5,27,-8.0723743,0.019328887,,,-1.1565087,,,,,,,,,
181,0,181,21/02/2020,13:36,0,6,6,3,3,6.706333333,,,WindowsLaptop,7,No,0,3,3,11.72,4.056857143,,0,-2.64947619,fair,,,,,,,,,,,,,,,,5,27.77777778,1,0,4,1,4,11.11111111,44.44444444,33.33333333,2603.388889,3527.423108,2603.388889,2979.8,2979.8,2458.615385,2458.615385,521.1846154,521.1846154,1425.666667,1425.666667,3781.111111,3781.111111,2355.444444,2355.444444,0.277777778,0.25,4,2,1.166666667,,1.25,2.375,-0.00952381,0.311111111,0,0.25,0.002380952,0.505555556,6,7.921666667,6,3.863,4,7.2725,3,2.25,-0.300285714,3.972666667,0.180049112,1.2275,-3.865,0.899999925,Merton Court,11/03/2020,23/06/2020,M,1,0,21/02/2020,6.308333333,"6,3",,,,,,,,,1.25,1,1.5,6.3,12,38,9,47,85,87,19,6.3083334,5,,,0.80502647,502.98425,0.37590024,-1.1439722,0.049526207,0.69445264,-0.80395651,,0.26190475,,,,-70
181,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,M,1,0,,,,,,,,,,,,1.25,1,1.5,,,,,,,,,6.3083334,,,,,,,,,,,,,116,,116,100
181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,M,1,0,,,,,,,,,,,,1.25,1,1.5,,,,,,,,,6.3083334,,,,,,,,,,,,,,,,
182,0,182,21/02/2020,15:02,0,8,6,3,3,3.1165,,,WindowsLaptop,7,Yes,1,3,3,3.563,3.040714286,,0,-0.075785714,fair,,,,,,,,,,,,,,,,3,16.66666667,1,1,1,2,1,22.22222222,11.11111111,-11.11111111,3332.444444,2238.668597,3332.444444,5648.666667,5648.666667,2869.2,2869.2,2779.466667,2779.466667,2763,2763,3901.888889,3901.888889,1138.888889,1138.888889,0.166666667,0.333333333,0,1,0.5,1.5,1.5,1.625,-0.142857143,0.666666667,-0.071428571,0.583333333,-0.107142857,0.75,6,5.74,6,2.7955,4,7.685,4,2.4185,-1.382285714,5.578,0.949950324,1.079,-2.71,0.795852716,Merton Court,11/03/2020,23/06/2020,F,2,2,21/02/2020,8.583333333,"8,7",184,7,20,5,25,2,Control,-6.502746867,,,,8.7,32,64,15,48,112,110,77,8.583333,6,20,-6.5027471,-0.05912523,152.28571,-0.35748661,0.71669996,-0.57008547,1.0416268,0.83409405,0.95833331,0.66666669,,,,
182,1,182,28/06/2020,13:35,1,9,,2,4,4.66,07-Nov,2,MacIntel,,Yes,1,,,3.236,,1,,,,3.236,,,,,,,,,,,,,,,9,50,4,2,3,6,3,66.66666667,33.33333333,-33.33333333,1.740722222,0.757948222,1.740722222,1.911333333,1.911333333,1.570111111,1.570111111,0.341222222,0.341222222,1.776888889,1.776888889,1.704555556,1.704555556,-0.072333333,-0.072333333,0.5,0.475,1,2,2.666666667,,2.4875,3.541666667,-0.2,1.2,-0.085714286,0.775,-0.154761905,1.222222222,6,7.305555556,6,3.735555556,4,9.933333333,1,2.98,-1.527301587,7.651111111,0.877516802,0,4.933333333,1,Merton Court,11/03/2020,23/06/2020,F,2,2,28/06/2020,8.936111111,"8,11",184,7,20,5,25,2,Control,-6.502746867,,,,8.11,,,18,57,,,,8.583333,7,20,-6.5027471,0.39948317,,,-1.1100677,,,,,,,,,
182,2,182,13/04/2021,11:14,1,10,,3,3,6.42644,07-Nov,1,MacIntel,,Yes,1,,,10.15467,,1,,,,10.15467,,,,,,,,,,,,,,,5,27.77777778,3,1,1,2,3,22.22222222,33.33333333,11.11111111,1.362042222,0.627170238,1.362042222,2.00621,2.00621,1.114285385,1.114285385,0.891924615,0.891924615,1.511867778,1.511867778,1.212216667,1.212216667,-0.299651111,-0.299651111,0.277777778,0.375,0,1,1.166666667,1.75,1.75,2.625,-0.180952381,0.911111111,-0.085714286,0.675,-0.164285714,1.116666667,6,5.160294766,5,2.528659804,4,9.972327338,4,2.993367852,-1.995735551,7.145369195,0.898080322,0.007795817,4.933348253,0.390373744,Merton Court,11/03/2020,23/06/2020,F,2,2,13/04/2021,9.727777778,"9,8",184,7,20,5,25,2,Control,-6.502746867,,,,9.08,,,18,53,,,,8.583333,7,20,-6.5027471,-0.4183251,,,1.1349697,,,,,,,,,
183,0,183,22/02/2020,13:36,0,10,6,3,3,3.065,,,WindowsLaptop,7,Yes,1,3,3,10.573,2.420142857,,0,-0.644857143,fair,,,,,,,,,,,,,,,,7,38.88888889,3,3,1,4,3,44.44444444,33.33333333,-11.11111111,2313.833333,1538.226834,2313.833333,2541.714286,2541.714286,2168.818182,2168.818182,372.8961039,372.8961039,2976,2976,1651.666667,1651.666667,-1324.333333,-1324.333333,0.388888889,0.458333333,0,1,2,2.3125,2.3125,3,-0.2,1.088888889,-0.107142857,0.833333333,-0.178571429,1.222222222,6,5.198333333,5,2.556,4,6.47,4,1.934,-0.886,3.299333333,0.889218315,0.714,-2.1,0.996551724,Merton Court,11/03/2020,23/06/2020,F,2,2,22/02/2020,10.29166667,"10,3",183,7,13,6,46.15384615,2,Control,-10.99424511,2.25,1.5,3,10.3,33,57,23,64,121,118,90,10.291667,6,13,-10.994246,0.31810361,270.36469,-0.085562967,-1.0531055,-0.071424276,0.53264403,-0.56359929,0.88095242,0.59523809,,,,
183,1,183,16/07/2020,18:20,1,11,,5,1,5.3374,11-Sep,2,Win32,,No,0,,,7.80421,,1,,,,7.80421,,,,,,,,,,,,,,,11,61.11111111,3,4,4,6,5,66.66666667,55.55555556,-11.11111111,2.977961944,2.730920951,2.474266765,3.101706364,2.257799,2.783506429,2.783506429,0.318199935,-0.525707429,2.454359444,2.454359444,3.501564444,2.4966625,1.047205,0.042303056,0.611111111,0.55,1,2,3.166666667,,2.8,3.625,-0.238095238,1.444444444,-0.12,0.97,-0.178571429,1.333333333,6,6.490740835,6,3.246296353,4,7.729166879,4,2.342592628,-1.000529133,4.9925928,0.999824128,0.848611196,-1.513889101,0.981638712,Merton Court,11/03/2020,23/06/2020,F,2,2,16/07/2020,10.69166667,"10,8",183,7,13,6,46.15384615,2,Control,-10.99424511,2.25,1.5,3,10.08,,,24,69,,,,10.291667,6,13,-10.994246,0.42469186,105.70337,-0.73999429,0.060201898,,,,,,108,127,117.5,70
183,2,183,20/04/2021,12:21,1,12,,5,1,6.79101,11-Sep,1,Win32,,Yes,1,,,9.05035,,1,,,,9.05035,,,,,,,,,,,,,,,7,38.88888889,4,2,1,4,3,44.44444444,33.33333333,-11.11111111,3.700495278,5.701968082,2.483162647,4.377597857,4.377597857,3.269611818,1.157058,1.107986039,3.220539857,5.469433333,3.10371875,1.931557222,1.931557222,-3.537876111,-1.172161528,0.388888889,0.4375,0,1,1.833333333,2.125,2.125,3.291666667,-0.2,1.088888889,-0.103571429,0.8,-0.164285714,1.227777778,6,5.824074333,6,2.895370483,4,6.178240953,4,1.781018575,-1.223809601,5.107407935,0.984181968,0.925463076,-3.449074427,0.871763173,Merton Court,11/03/2020,23/06/2020,F,2,2,20/04/2021,11.45277778,"11,5",183,7,13,6,46.15384615,2,Control,-10.99424511,2.25,1.5,3,11.05,,,25,72,,,,10.291667,6,13,-10.994246,0.84184581,-21.55542,-0.83469021,0.59862137,,,,,,,,,
184,0,184,22/02/2020,14:28,0,7,6,4,2,3.050666667,,,WindowsLaptop,7,Yes,1,3,3,17.654,3.648571429,,1,0.597904762,strat_inc,,0.382539662,0.717851322,0.386569162,0.303836768,-0.193416151,-0.492764359,0.358783821,0.674434416,0.439032455,0.462443346,0.367922359,-0.187286206,-0.509881569,-0.094520987,1,5.555555556,0,0,1,1,0,11.11111111,0,22.22222222,1310.055556,1197.369444,1094.647059,3414,3414,1186.294118,949.6875,2227.705882,2464.3125,1417.777778,1417.777778,1202.333333,731.125,-215.4444444,-686.6527778,0.055555556,0.25,1,2,0.166666667,,1.25,1.416666667,-0.047619048,0.222222222,0,0.25,-0.047619048,0.472222222,6,2.843333333,4,1.206,4,10,1,3,-1.916,4.549333333,0.795719565,0,5,1,Merton Court,11/03/2020,23/06/2020,F,1,0,22/02/2020,7.305555556,"7,3",172,8,21,2,7.142857143,2,Experimental,-52.07152931,1.75,2.5,1,7.3,29,66,14,52,118,116,87,7.3055553,4,21,-52.071529,-0.86686856,800.39172,0.86804646,-0.76233172,0.15022206,0.66546535,-0.80393147,0.95833331,0.16666666,107,111,109,-70
184,1,Ivy-Rose,07/07/2020,17:07,1,8,,3,3,2.60852,11-Dec,2,Win32,,Yes,1,,,2.135475,,1,,,,2.135475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,F,1,0,07/07/2020,7.680555556,"7,8",172,8,21,2,7.142857143,2,Experimental,-52.07152931,1.75,2.5,1,7.08,,,19,64,,,,7.3055553,6,21,-52.071529,,,,-0.33624145,,,,,,109.5,,109.5,70
184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,F,1,0,,,,172,8,21,2,7.142857143,2,Experimental,-52.07152931,1.75,2.5,1,,,,,,,,,7.3055553,,21,-52.071529,,,,,,,,,,,,,
185,0,185,22/02/2020,14:04,0,10,12,3,3,2.639333333,,,WindowsLaptop,7,Yes,1,2,4,24.431,5.233571429,,-1,2.594238095,greed_inc,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2042,2554.890305,1471.411765,,,2042,1471.411765,,,1279.777778,1279.777778,2804.222222,1687,1524.444444,407.2222222,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,5.21,3,2.612,4,10,1,3,-0.076,0.476,0.687619048,0,5,1,Merton Court,11/03/2020,23/06/2020,F,1,2,22/02/2020,10.06111111,"10,0",173,7,19,3,8.333333333,2,Experimental,-2.011280021,1.75,2.5,1,10,38,72,19,55,127,123,94,10.061111,7,19,-2.0112801,,197.83752,-0.97085452,0.94596386,-0.019507945,-0.31056964,-0.47873563,0.95833331,0.92261904,,,,
185,1,185,08/07/2020,17:26,1,10,,4,2,4.752535,01-Oct,2,Win32,,Yes,1,,,5.170115,,1,,,,5.170115,,,,,,,,,,,,,,,7,38.88888889,3,2,2,4,3,44.44444444,33.33333333,-11.11111111,1.384810278,0.820494329,1.384810278,1.986842143,1.986842143,1.001699091,1.001699091,0.985143052,0.985143052,1.635895,1.635895,1.133725556,1.133725556,-0.502169444,-0.502169444,0.388888889,0.425,1,2,1.833333333,,2.05,2.875,-0.219047619,1.155555556,-0.097142857,0.765,-0.176190476,1.2,6,6.605902778,6,3.484375,4,9.583333333,4,2.869791667,-1.484375,6.801215278,0.764605947,0.1484375,3.841145833,0.757342658,Merton Court,11/03/2020,23/06/2020,F,1,2,08/07/2020,10.43888889,"10,5",173,7,19,3,8.333333333,2,Experimental,-2.011280021,1.75,2.5,1,10.05,,,26,77,,,,10.061111,6,19,-2.0112801,-0.45483685,76.842285,-0.50152284,0.62951046,,,,,,110,117,113.5,70
185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,F,1,2,,,,173,7,19,3,8.333333333,2,Experimental,-2.011280021,1.75,2.5,1,,,,,,,,,10.061111,,19,-2.0112801,,,,,,,,,,,,,
186,0,186,25/02/2020,13:05,0,8,6,3,3,1.586166667,,,WindowsLaptop,7,No,0,3,3,6.551,3.032285714,,0,1.446119048,fair,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1007.111111,539.1789934,908.7647059,,,1007.111111,908.7647059,,,831.8888889,831.8888889,1182.333333,995.25,350.4444444,163.3611111,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,0,1,0,4,9.66,2,2.932,0,-5,1,0.204,3.64,0.6,Merton Court,11/03/2020,23/06/2020,F,2,2,25/02/2020,8.833333333,"8,10",181,4,8,1,10,2,Control,-9.617289919,2.75,3,2.5,8.1,26,55,12,44,99,99,50,8.833333,5,8,-9.6172895,-0.28507721,459.72223,0.023710072,,0.35775253,0.51087391,0.30443382,0.95833331,0.84523809,,,,
186,1,186,24/06/2020,17:09,1,9,,6,0,6.604335,04-Nov,2,Win32,,No,0,,,0.15056,,1,,,,0.15056,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.97583,0.693953903,0.97583,,,0.97583,0.97583,,,0.928167778,0.928167778,1.023492222,1.023492222,0.095324444,0.095324444,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,2.652777778,6,1.290277778,4,9.87962963,3,2.966203704,-1.139417989,1.640740741,0.974702424,0.00462963,4.856481481,0.100000004,Merton Court,11/03/2020,23/06/2020,F,2,2,24/06/2020,9.163888889,"9,1",181,4,8,1,10,2,Control,-9.617289919,2.75,3,2.5,9.01,,,16,51,,,,8.833333,6,8,-9.6172895,-0.86989993,277.31396,-0.41806746,-0.68990457,,,,,,,,,
186,2,186,31/03/2021,11:36,1,10,,6,0,4.089245,04-Nov,1,Win32,,No,0,,,1.169,,1,,,,1.169,,,,,,,,,,,,,,,10,55.55555556,5,3,2,5,5,55.55555556,55.55555556,0,1.874067222,2.58578416,1.273541176,2.4362055,1.364338333,1.171394375,1.171394375,1.264811125,0.192943958,1.223648333,1.223648333,2.524486111,1.329670625,1.300837778,0.106022292,0.555555556,0.520833333,0,1,3.166666667,2.8125,2.8125,4.166666667,-0.095238095,0.888888889,-0.046428571,0.683333333,-0.09047619,1.094444444,6,7.449074074,6,3.873611111,4,9.972222222,2,2.990740741,-1.63042328,8.155555556,0.838448335,0.001851852,4.962962963,0.066666667,Merton Court,11/03/2020,23/06/2020,F,2,2,31/03/2021,9.933333333,"9,11",181,4,8,1,10,2,Control,-9.617289919,2.75,3,2.5,9.11,,,16,49,,,,8.833333,7,8,-9.6172895,-0.77236128,120.23126,-0.21355499,-0.46990976,,,,,,,,,
187,0,187,03/03/2020,16:32,0,9,6,4,2,3.071,,,WindowsLaptop,7,Yes,1,2,4,7.127,2.647285714,,0,-0.423714286,greedy,,1.978282587,0.761978376,0.643590911,0.299910153,0.242232679,0.007008963,2.017649807,0.74429874,0.658839105,0.250887114,0.568811479,0.224416214,0.002050916,0.317924365,12,66.66666667,5,4,3,7,5,77.77777778,55.55555556,-22.22222222,1581.611111,731.885891,1581.611111,1655.333333,1655.333333,1434.166667,1434.166667,221.1666667,221.1666667,1663.333333,1663.333333,1499.888889,1499.888889,-163.4444444,-163.4444444,0.666666667,0.6,1,2,3.5,,3.1,4.291666667,-0.152380952,1.2,-0.072857143,0.855,-0.102380952,1.177777778,6,7.03,6,3.5185,4,6.3125,4,1.857,-0.824,4.914,0.999552467,1.0905,-4.14,0.975902992,Newland House,24/03/2020,29/05/2020,M,2,2,03/03/2020,9.872222222,"9,10",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,9.1,,,,,,,,9.8722219,6,27,0.35614523,-0.027092922,-124.25,0.23078066,-0.70781165,-0.93686801,-0.47577065,0.093710132,0.95833331,0.88095242,116,,116,-175
187,1,187,05/07/2020,10:11,1,10,,6,0,3.49672,04-Oct,2,MacIntel,,Yes,1,,,1.289745,,1,,,,1.289745,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.750601111,1.421391338,1.453433824,1.750601111,1.453433824,,,,,1.504586667,1.504586667,1.996615556,1.395886875,0.492028889,-0.108699792,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,8.326931424,6,4.194273004,4,4.709667969,4,1.286894531,-0.844790427,6.283697917,0.964949749,1.250058594,-6.540625,0.803469741,Newland House,24/03/2020,29/05/2020,M,2,2,30/06/2020,10.19722222,"10,2",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,10.02,,,23,66,,,,9.8722219,7,27,0.35614523,0.21789876,144.39563,-1.162601,-1.5001835,,,,,,118,,118,
187,2,187,28/03/2021,15:41,1,11,,6,0,2.924339999,04-Oct,1,MacIntel,,Yes,1,,,1.37272,,1,,,,1.37272,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,0.881991389,0.757294468,0.881991389,0.881991389,0.881991389,,,,,0.869887222,0.869887222,0.894095556,0.894095556,0.024208334,0.024208334,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,6.724894593,6,3.349953497,4,7.708770461,4,2.282955729,-1.218878614,5.990969742,0.986700232,0.658257068,-0.582514881,0.960537462,Newland House,24/03/2020,29/05/2020,M,2,2,28/03/2021,10.94166667,"10,11",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,10.11,,,23,65,,,,9.8722219,,27,0.35614523,1.0358094,266.086,0.42263985,-0.50855929,,,,,,,,,
188,0,188,04/03/2020,12:54,0,6,6,3,3,4.772166667,,,WindowsLaptop,7,No,0,3,3,8.599,5.591857143,,0,0.819690476,fair,,0.557972402,0.536500751,0.45419643,0.563527942,-0.82744378,-0.244025051,0.55926583,0.530537091,0.451687218,0.497448844,0.572335132,-0.824074766,-0.245562853,0.074886289,5,27.77777778,3,2,0,4,1,44.44444444,11.11111111,-33.33333333,1847.888889,1404.077251,1847.888889,2648.2,2648.2,1540.076923,1540.076923,1108.123077,1108.123077,1756.555556,1756.555556,1939.222222,1939.222222,182.6666667,182.6666667,0.277777778,0.375,1,2,1.333333333,,1.8125,3,-0.066666667,0.511111111,-0.042857143,0.525,-0.05,0.772222222,6,5.14,4,2.638,4,7.055,3,2.322,1.900571429,-6.512,0.506777603,1.411,-5,0.581491991,Newland House,24/03/2020,29/05/2020,F,1,2,04/03/2020,6.988888889,"6,11",191,5,4,7,175,2,Experimental,31.87082653,1,1,1,6.11,24,64,15,61,125,122,94,6.9888887,4,4,31.870827,-0.71287435,856.23328,0.67985165,-0.21713099,0.7058934,0.50055516,-0.23710731,0.73809528,0.57142854,,,,
188,1,188,09/07/2020,12:26,1,7,,3,3,6.047585,Mar-13,2,Win32,,No,0,,,1.226095,,1,,,,1.226095,,,,,,,,,,,,,,,17,94.44444444,5,6,6,8,9,88.88888889,100,11.11111111,1.456442778,0.887850477,1.287440294,1.485751765,1.308018438,0.95819,0.95819,0.527561765,0.349828437,1.203491667,1.203491667,1.709393889,1.3818825,0.505902222,0.178390833,0.944444444,0.75,1,2,4.833333333,,3.75,4.875,-0.047619048,1.111111111,0,0.75,-0.035714286,1.083333333,6,7.429012346,5,3.482407407,4,3.921296297,4,1.040740741,0.672486772,0.075308642,0.120092152,1.639814815,-9.277777778,0.85893768,Newland House,24/03/2020,29/05/2020,F,1,2,09/07/2020,7.336111111,"7,4",191,5,4,7,175,2,Experimental,31.87082653,1,1,1,7.04,,,18,63,,,,6.9888887,6,4,31.870827,-0.38298848,34.230957,-1.1666828,-0.69290954,,,,,,,,,
188,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newland House,24/03/2020,29/05/2020,F,1,2,,,,191,5,4,7,175,2,Experimental,31.87082653,1,1,1,,,,,,,,,6.9888887,,4,31.870827,,,,,,,,,,,,,
189,0,189,04/03/2020,12:09,0,10,12,3,3,2.354166667,,,WindowsLaptop,,,,,,,,,,,,,0.868164535,0.886894222,0.496615452,0.856616445,0.183682959,-0.312784418,0.88450828,0.881870266,0.451752146,0.562701721,0.879785153,0.208366157,-0.319976928,0.317083432,9,50,3,3,3,5,4,55.55555556,44.44444444,-11.11111111,3160.722222,2028.455999,2800.117647,4069.222222,3416.5,2252.222222,2252.222222,1817,1164.277778,3766.333333,3075.75,2555.111111,2555.111111,-1211.222222,-520.6388889,0.5,0.5,2,2,2.333333333,,2.375,3.166666667,-0.180952381,1.133333333,-0.071428571,0.75,-0.119047619,1.083333333,6,5,6,2.444,4,7.905,4,2.389,-1.512,5.292,0.958309859,0.744,-0.815,0.986510546,Newland House,24/03/2020,29/05/2020,M,1,2,04/03/2020,10.28888889,"10,3",192,3,9,4,33.33333333,2,Experimental,-47.83998707,1,1,1,10.3,36,62,20,55,117,115,86,10.288889,6,9,-47.839989,-0.072187267,552.92346,0.45853901,0.33226368,-0.2223818,-1.3059661,-0.40773308,0.88095242,0.71428573,119,,119,-175
